"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-22","4.03",",,W",,,"0.72",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","71",",,W",,,"  360",",,W","  360",",,W","12.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-23","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","65",",,W",,,"  350",",,W","  340",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-24","1.12",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","65",",,W",,,"  270",",,W","  180",",,W","8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-25","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","68",",,W",,,"  170",",,W","  130",",,W","6.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-26","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","69",",,W",,,"  260",",,W","  240",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-27","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","74",",,W",,,"  260",",,W","  270",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-28","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"94",",,W","79",",,W",,,"  280",",,W","  250",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-29","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"92",",,W","81",",,W",,,"  270",",,W","  260",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-30","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","78",",,W",,,"  350",",,W","  240",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-08-31","3.80",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","69",",,W",,,"   60",",,W","   70",",,W","10.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-01","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","69",",,W",,,"  120",",,W","  110",",,W","8.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-02","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","68",",,W",,,"  150",",,W","  140",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-03","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","75",",,W",,,"  270",",,W","  180",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-04","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"92",",,W","77",",,W",,,"  360",",,W","  300",",,W","6.9",",,W","11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-05","1.34",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","77",",,W",,,"  230",",,W","  190",",,W","6.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-06","2.91",",,W",,,"0.36",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"93",",,W","73",",,W",,,"   10",",,W","   30",",,W","16.1",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-07","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","69",",,W",,,"   60",",,W","   50",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-08","6.26",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","61",",,W",,,"   40",",,W","   50",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-09","6.04",",,W",,,"0.45",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","55",",,W",,,"   40",",,W","   60",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-10","6.93",",,W",,,"0.93",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","54",",,W",,,"   60",",,W","   60",",,W","13.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-11","1.34",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","62",",,W",,,"   30",",,W","   20",",,W","8.1",",,W","11.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-12","0.22",",,W",,,"0.15",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","71",",,W",,,"   30",",,W","   40",",,W","4.9",",,W","6.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-13",,,,,"0.13",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","69",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-14",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","68",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-15",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-16",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-17","0.00",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","68",",,W",,,"  170",",,W","  150",",,W","6.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-18","2.01",",,W",,,"1.19",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","70",",,W",,,"   50",",,W","  240",",,W","10.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-19","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","68",",,W",,,"   60",",,W","   20",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-20","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","65",",,W",,,"   60",",,W","   50",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-21","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","67",",,W",,,"  170",",,W","  200",",,W","8.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-22","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","62",",,W",,,"   40",",,W","  220",",,W","10.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-23","3.13",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","60",",,W",,,"   60",",,W","   40",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-24","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","57",",,W",,,"   50",",,W","   90",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-25","3.36",",,W",,,"1.95",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","59",",,W",,,"   50",",,W","   90",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-26","1.79",",,W",,,"0.21",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","69",",,W",,,"  290",",,W","  260",",,W","10.1",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-27","4.25",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","61",",,W",,,"   10",",,W","   20",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-28","3.80",",,W",,,"0.77",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","56",",,W",,,"   50",",,W","   30",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-29","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","58",",,W",,,"  330",",,W","  300",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-30","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","54",",,W",,,"  270",",,W","   40",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-01","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","63",",,W",,,"  240",",,W","  230",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-02","2.01",",,W",,,"0.69",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","65",",,W",,,"  300",",,W","  310",",,W","14.1",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-03","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","63",",,W",,,"  290",",,W","  300",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-04","0.89",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","61",",,W",,,"  230",",,W","  200",",,W","8.9",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-05","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","60",",,W",,,"   20",",,W","   50",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-06","1.12",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","63",",,W",,,"  240",",,W","  260",",,W","6.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-07","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","67",",,W",,,"  270",",,W","  250",",,W","8.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-08","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","64",",,W",,,"   50",",,W","   60",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-09","0.67",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","66",",,W",,,"  230",",,W","  220",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-10","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","71",",,W",,,"  260",",,W","  230",",,W","8.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-11","1.34",",,W",,,"0.84",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","69",",,W",,,"  280",",,W","  260",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-12","5.82",",,W",,,"0.43",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","51",",,W",,,"  290",",,W","  300",",,W","16.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-13",,,,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","46",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-14",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"58",",,W","47",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-15",,,,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","52",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-16",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","47",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-17",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-18",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-19",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","43",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-20",,,,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-21",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","39",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-22",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","39",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-23",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-24",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-25",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-26",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","38",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-27",,,,,"1.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","44",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-28",,,,,"0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"52",",,W","45",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-29",,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","47",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-30",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-10-31",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-01",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","57",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-02",,,,,"0.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","64",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-03",,,,,"0.37",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","48",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-04",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","43",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-05",,,,,"0.30",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","48",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-06",,,,,"0.68",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","49",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-07",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-09",,,,,"0.77",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"52",",,W","40",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-10",,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","34",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"46",",,W","33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-12",,,,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","37",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-13",,,,,"1.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","43",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-14",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"43",",,W","32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-15",,,,,"1.16",",,W,2400","6.4",",,W,2400","0.0",",,W,2400",,,"40",",,W","28",",,W",,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-11-16",,,,,"0.31",",,W,2400","0.0","T,,W,2400","3.9",",,W,2400",,,"45",",,W","34",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
